origin,destination,date,status
DZ,NL,3/31/20,red
DZ,NL,4/1/20,red
DZ,NL,4/2/20,red
DZ,NL,4/3/20,red
DZ,NL,4/4/20,red
DZ,NL,4/5/20,red
DZ,NL,4/6/20,red
DZ,NL,4/7/20,red
DZ,NL,4/8/20,red
DZ,NL,4/9/20,red
DZ,NL,4/10/20,red
DZ,NL,4/11/20,red
DZ,NL,4/12/20,red
DZ,NL,4/13/20,red
DZ,NL,4/14/20,red
DZ,NL,4/15/20,red
DZ,NL,4/16/20,red
DZ,NL,4/17/20,red
DZ,NL,4/18/20,red
DZ,NL,4/19/20,red
DZ,NL,4/20/20,red
DZ,NL,4/21/20,red
DZ,NL,4/22/20,red
DZ,NL,4/23/20,red
DZ,NL,4/24/20,red
DZ,NL,4/25/20,red
DZ,NL,4/26/20,red
DZ,NL,4/27/20,red
DZ,NL,4/28/20,red
DZ,NL,4/29/20,red
DZ,NL,4/30/20,red
DZ,NL,5/1/20,red
DZ,NL,5/2/20,red
DZ,NL,5/3/20,red
DZ,NL,5/4/20,red
DZ,NL,5/5/20,red
DZ,NL,5/6/20,red
DZ,NL,5/7/20,red
DZ,NL,5/8/20,red
DZ,NL,5/9/20,red
DZ,NL,5/10/20,red
DZ,NL,5/11/20,red
DZ,NL,5/12/20,red
DZ,NL,5/13/20,red
DZ,NL,5/14/20,red
DZ,NL,5/15/20,red
DZ,NL,5/16/20,red
DZ,NL,5/17/20,red
DZ,NL,5/18/20,red
DZ,NL,5/19/20,red
DZ,NL,5/20/20,red
DZ,NL,5/21/20,red
DZ,NL,5/22/20,red
DZ,NL,5/23/20,red
DZ,NL,5/24/20,red
DZ,NL,5/25/20,red
DZ,NL,5/26/20,red
DZ,NL,5/27/20,red
DZ,NL,5/28/20,red
DZ,NL,5/29/20,red
DZ,NL,5/30/20,red
DZ,NL,5/31/20,red
DZ,NL,6/1/20,red
MA,NL,3/8/20,green
MA,NL,3/9/20,green
MA,NL,3/10/20,green
MA,NL,3/11/20,green
MA,NL,3/12/20,green
MA,NL,3/13/20,green
MA,NL,3/14/20,green
MA,NL,3/15/20,green
MA,NL,3/16/20,green
MA,NL,3/17/20,green
MA,NL,3/18/20,green
MA,NL,3/19/20,green
MA,NL,3/20/20,red
MA,NL,3/21/20,red
MA,NL,3/22/20,red
MA,NL,3/23/20,red
MA,NL,3/24/20,red
MA,NL,3/25/20,red
MA,NL,3/26/20,red
MA,NL,3/27/20,red
MA,NL,3/28/20,red
MA,NL,3/29/20,red
MA,NL,3/30/20,red
MA,NL,3/31/20,red
MA,NL,4/1/20,red
MA,NL,4/2/20,red
MA,NL,4/3/20,red
MA,NL,4/4/20,red
MA,NL,4/5/20,red
MA,NL,4/6/20,red
MA,NL,4/7/20,red
MA,NL,4/8/20,red
MA,NL,4/9/20,red
MA,NL,4/10/20,red
MA,NL,4/11/20,red
MA,NL,4/12/20,red
MA,NL,4/13/20,red
MA,NL,4/14/20,red
MA,NL,4/15/20,red
MA,NL,4/16/20,red
MA,NL,4/17/20,red
MA,NL,4/18/20,red
MA,NL,4/19/20,red
MA,NL,4/20/20,red
MA,NL,4/21/20,red
MA,NL,4/22/20,red
MA,NL,4/23/20,red
MA,NL,4/24/20,red
MA,NL,4/25/20,red
MA,NL,4/26/20,red
MA,NL,4/27/20,red
MA,NL,4/28/20,red
MA,NL,4/29/20,red
MA,NL,4/30/20,red
MA,NL,5/1/20,red
MA,NL,5/2/20,red
MA,NL,5/3/20,red
MA,NL,5/4/20,red
MA,NL,5/5/20,red
MA,NL,5/6/20,red
MA,NL,5/7/20,red
MA,NL,5/8/20,red
MA,NL,5/9/20,red
MA,NL,5/10/20,red
MA,NL,5/11/20,red
MA,NL,5/12/20,red
MA,NL,5/13/20,red
MA,NL,5/14/20,red
MA,NL,5/15/20,red
MA,NL,5/16/20,red
MA,NL,5/17/20,red
MA,NL,5/18/20,red
MA,NL,5/19/20,red
MA,NL,5/20/20,red
MA,NL,5/21/20,red
MA,NL,5/22/20,red
MA,NL,5/23/20,red
MA,NL,5/24/20,red
MA,NL,5/25/20,red
MA,NL,5/26/20,red
MA,NL,5/27/20,red
MA,NL,5/28/20,red
MA,NL,5/29/20,red
MA,NL,5/30/20,red
MA,NL,5/31/20,red
MA,NL,6/1/20,red
SN,NL,3/8/20,green
SN,NL,3/9/20,green
SN,NL,3/10/20,green
SN,NL,3/11/20,green
SN,NL,3/12/20,green
SN,NL,3/13/20,green
SN,NL,3/14/20,green
SN,NL,3/15/20,green
SN,NL,3/16/20,green
SN,NL,3/17/20,green
SN,NL,3/18/20,green
SN,NL,3/19/20,green
SN,NL,3/20/20,red
SN,NL,3/21/20,red
SN,NL,3/22/20,red
SN,NL,3/23/20,red
SN,NL,3/24/20,red
SN,NL,3/25/20,red
SN,NL,3/26/20,red
SN,NL,3/27/20,red
SN,NL,3/28/20,red
SN,NL,3/29/20,red
SN,NL,3/30/20,red
SN,NL,3/31/20,red
SN,NL,4/1/20,red
SN,NL,4/2/20,red
SN,NL,4/3/20,red
SN,NL,4/4/20,red
SN,NL,4/5/20,red
SN,NL,4/6/20,red
SN,NL,4/7/20,red
SN,NL,4/8/20,red
SN,NL,4/9/20,red
SN,NL,4/10/20,red
SN,NL,4/11/20,red
SN,NL,4/12/20,red
SN,NL,4/13/20,red
SN,NL,4/14/20,red
SN,NL,4/15/20,red
SN,NL,4/16/20,red
SN,NL,4/17/20,red
SN,NL,4/18/20,red
SN,NL,4/19/20,red
SN,NL,4/20/20,red
SN,NL,4/21/20,red
SN,NL,4/22/20,red
SN,NL,4/23/20,red
SN,NL,4/24/20,red
SN,NL,4/25/20,red
SN,NL,4/26/20,red
SN,NL,4/27/20,red
SN,NL,4/28/20,red
SN,NL,4/29/20,red
SN,NL,4/30/20,red
SN,NL,5/1/20,red
SN,NL,5/2/20,red
SN,NL,5/3/20,red
SN,NL,5/4/20,red
SN,NL,5/5/20,red
SN,NL,5/6/20,red
SN,NL,5/7/20,red
SN,NL,5/8/20,red
SN,NL,5/9/20,red
SN,NL,5/10/20,red
SN,NL,5/11/20,red
SN,NL,5/12/20,red
SN,NL,5/13/20,red
SN,NL,5/14/20,red
SN,NL,5/15/20,red
SN,NL,5/16/20,red
SN,NL,5/17/20,red
SN,NL,5/18/20,red
SN,NL,5/19/20,red
SN,NL,5/20/20,red
SN,NL,5/21/20,red
SN,NL,5/22/20,red
SN,NL,5/23/20,red
SN,NL,5/24/20,red
SN,NL,5/25/20,red
SN,NL,5/26/20,red
SN,NL,5/27/20,red
SN,NL,5/28/20,red
SN,NL,5/29/20,red
SN,NL,5/30/20,red
SN,NL,5/31/20,red
SN,NL,6/1/20,red
CI,SN,3/8/20,green
CI,SN,3/9/20,green
CI,SN,3/10/20,green
CI,SN,3/11/20,green
CI,SN,3/12/20,green
CI,SN,3/13/20,green
CI,SN,3/14/20,green
CI,SN,3/15/20,green
CI,SN,3/16/20,green
CI,SN,3/17/20,green
CI,SN,3/18/20,green
CI,SN,3/19/20,green
CI,SN,3/20/20,green
CI,SN,3/21/20,green
CI,SN,3/22/20,green
CI,SN,3/23/20,green
CI,SN,3/24/20,green
CI,SN,3/25/20,green
CI,SN,3/26/20,green
CI,SN,3/27/20,green
CI,SN,3/28/20,green
CI,SN,3/29/20,green
CI,SN,3/30/20,red
CI,SN,3/31/20,red
CI,SN,4/1/20,red
CI,SN,4/2/20,red
CI,SN,4/3/20,red
CI,SN,4/4/20,red
CI,SN,4/5/20,red
CI,SN,4/6/20,red
CI,SN,4/7/20,red
CI,SN,4/8/20,red
CI,SN,4/9/20,red
CI,SN,4/10/20,red
CI,SN,4/11/20,red
CI,SN,4/12/20,red
CI,SN,4/13/20,red
CI,SN,4/14/20,red
CI,SN,4/15/20,red
CI,SN,4/16/20,red
CI,SN,4/17/20,red
CI,SN,4/18/20,red
CI,SN,4/19/20,red
CI,SN,4/20/20,red
CI,SN,4/21/20,red
CI,SN,4/22/20,red
CI,SN,4/23/20,red
CI,SN,4/24/20,red
CI,SN,4/25/20,red
CI,SN,4/26/20,red
CI,SN,4/27/20,red
CI,SN,4/28/20,red
CI,SN,4/29/20,red
CI,SN,4/30/20,red
CI,SN,5/1/20,red
CI,SN,5/2/20,red
CI,SN,5/3/20,red
CI,SN,5/4/20,red
CI,SN,5/5/20,red
CI,SN,5/6/20,red
CI,SN,5/7/20,red
CI,SN,5/8/20,red
CI,SN,5/9/20,red
CI,SN,5/10/20,red
CI,SN,5/11/20,red
CI,SN,5/12/20,red
CI,SN,5/13/20,red
CI,SN,5/14/20,red
CI,SN,5/15/20,red
CI,SN,5/16/20,red
CI,SN,5/17/20,red
CI,SN,5/18/20,red
CI,SN,5/19/20,red
CI,SN,5/20/20,red
CI,SN,5/21/20,red
CI,SN,5/22/20,red
CI,SN,5/23/20,red
CI,SN,5/24/20,red
CI,SN,5/25/20,red
CI,SN,5/26/20,red
CI,SN,5/27/20,red
CI,SN,5/28/20,red
CI,SN,5/29/20,red
CI,SN,5/30/20,red
CI,SN,5/31/20,red
CI,SN,6/1/20,red
DZ,SN,3/8/20,green
DZ,SN,3/9/20,green
DZ,SN,3/10/20,green
DZ,SN,3/11/20,green
DZ,SN,3/12/20,green
DZ,SN,3/13/20,green
DZ,SN,3/14/20,green
DZ,SN,3/15/20,green
DZ,SN,3/16/20,green
DZ,SN,3/17/20,green
DZ,SN,3/18/20,green
DZ,SN,3/19/20,green
DZ,SN,3/20/20,green
DZ,SN,3/21/20,green
DZ,SN,3/22/20,green
DZ,SN,3/23/20,green
DZ,SN,3/24/20,green
DZ,SN,3/25/20,green
DZ,SN,3/26/20,green
DZ,SN,3/27/20,green
DZ,SN,3/28/20,green
DZ,SN,3/29/20,green
DZ,SN,3/30/20,red
DZ,SN,3/31/20,red
DZ,SN,4/1/20,red
DZ,SN,4/2/20,red
DZ,SN,4/3/20,red
DZ,SN,4/4/20,red
DZ,SN,4/5/20,red
DZ,SN,4/6/20,red
DZ,SN,4/7/20,red
DZ,SN,4/8/20,red
DZ,SN,4/9/20,red
DZ,SN,4/10/20,red
DZ,SN,4/11/20,red
DZ,SN,4/12/20,red
DZ,SN,4/13/20,red
DZ,SN,4/14/20,red
DZ,SN,4/15/20,red
DZ,SN,4/16/20,red
DZ,SN,4/17/20,red
DZ,SN,4/18/20,red
DZ,SN,4/19/20,red
DZ,SN,4/20/20,red
DZ,SN,4/21/20,red
DZ,SN,4/22/20,red
DZ,SN,4/23/20,red
DZ,SN,4/24/20,red
DZ,SN,4/25/20,red
DZ,SN,4/26/20,red
DZ,SN,4/27/20,red
DZ,SN,4/28/20,red
DZ,SN,4/29/20,red
DZ,SN,4/30/20,red
DZ,SN,5/1/20,red
DZ,SN,5/2/20,red
DZ,SN,5/3/20,red
DZ,SN,5/4/20,red
DZ,SN,5/5/20,red
DZ,SN,5/6/20,red
DZ,SN,5/7/20,red
DZ,SN,5/8/20,red
DZ,SN,5/9/20,red
DZ,SN,5/10/20,red
DZ,SN,5/11/20,red
DZ,SN,5/12/20,red
DZ,SN,5/13/20,red
DZ,SN,5/14/20,red
DZ,SN,5/15/20,red
DZ,SN,5/16/20,red
DZ,SN,5/17/20,red
DZ,SN,5/18/20,red
DZ,SN,5/19/20,red
DZ,SN,5/20/20,red
DZ,SN,5/21/20,red
DZ,SN,5/22/20,red
DZ,SN,5/23/20,red
DZ,SN,5/24/20,red
DZ,SN,5/25/20,red
DZ,SN,5/26/20,red
DZ,SN,5/27/20,red
DZ,SN,5/28/20,red
DZ,SN,5/29/20,red
DZ,SN,5/30/20,red
DZ,SN,5/31/20,red
DZ,SN,6/1/20,red
MA,SN,3/8/20,green
MA,SN,3/9/20,green
MA,SN,3/10/20,green
MA,SN,3/11/20,green
MA,SN,3/12/20,green
MA,SN,3/13/20,green
MA,SN,3/14/20,green
MA,SN,3/15/20,green
MA,SN,3/16/20,green
MA,SN,3/17/20,green
MA,SN,3/18/20,green
MA,SN,3/19/20,green
MA,SN,3/20/20,green
MA,SN,3/21/20,green
MA,SN,3/22/20,green
MA,SN,3/23/20,green
MA,SN,3/24/20,green
MA,SN,3/25/20,green
MA,SN,3/26/20,green
MA,SN,3/27/20,green
MA,SN,3/28/20,green
MA,SN,3/29/20,green
MA,SN,3/30/20,red
MA,SN,3/31/20,red
MA,SN,4/1/20,red
MA,SN,4/2/20,red
MA,SN,4/3/20,red
MA,SN,4/4/20,red
MA,SN,4/5/20,red
MA,SN,4/6/20,red
MA,SN,4/7/20,red
MA,SN,4/8/20,red
MA,SN,4/9/20,red
MA,SN,4/10/20,red
MA,SN,4/11/20,red
MA,SN,4/12/20,red
MA,SN,4/13/20,red
MA,SN,4/14/20,red
MA,SN,4/15/20,red
MA,SN,4/16/20,red
MA,SN,4/17/20,red
MA,SN,4/18/20,red
MA,SN,4/19/20,red
MA,SN,4/20/20,red
MA,SN,4/21/20,red
MA,SN,4/22/20,red
MA,SN,4/23/20,red
MA,SN,4/24/20,red
MA,SN,4/25/20,red
MA,SN,4/26/20,red
MA,SN,4/27/20,red
MA,SN,4/28/20,red
MA,SN,4/29/20,red
MA,SN,4/30/20,red
MA,SN,5/1/20,red
MA,SN,5/2/20,red
MA,SN,5/3/20,red
MA,SN,5/4/20,red
MA,SN,5/5/20,red
MA,SN,5/6/20,red
MA,SN,5/7/20,red
MA,SN,5/8/20,red
MA,SN,5/9/20,red
MA,SN,5/10/20,red
MA,SN,5/11/20,red
MA,SN,5/12/20,red
MA,SN,5/13/20,red
MA,SN,5/14/20,red
MA,SN,5/15/20,red
MA,SN,5/16/20,red
MA,SN,5/17/20,red
MA,SN,5/18/20,red
MA,SN,5/19/20,red
MA,SN,5/20/20,red
MA,SN,5/21/20,red
MA,SN,5/22/20,red
MA,SN,5/23/20,red
MA,SN,5/24/20,red
MA,SN,5/25/20,red
MA,SN,5/26/20,red
MA,SN,5/27/20,red
MA,SN,5/28/20,red
MA,SN,5/29/20,red
MA,SN,5/30/20,red
MA,SN,5/31/20,red
MA,SN,6/1/20,red
CI,TN,3/8/20,green
CI,TN,3/9/20,green
CI,TN,3/10/20,green
CI,TN,3/11/20,green
CI,TN,3/12/20,green
CI,TN,3/13/20,green
CI,TN,3/14/20,green
CI,TN,3/15/20,green
CI,TN,3/16/20,green
CI,TN,3/17/20,green
CI,TN,3/18/20,green
CI,TN,3/19/20,green
CI,TN,3/20/20,green
CI,TN,3/21/20,green
CI,TN,3/22/20,green
CI,TN,3/23/20,green
CI,TN,3/24/20,green
CI,TN,3/25/20,green
CI,TN,3/26/20,green
CI,TN,3/27/20,red
CI,TN,3/28/20,red
CI,TN,3/29/20,red
CI,TN,3/30/20,red
CI,TN,3/31/20,red
CI,TN,4/1/20,red
CI,TN,4/2/20,red
CI,TN,4/3/20,red
CI,TN,4/4/20,red
CI,TN,4/5/20,red
CI,TN,4/6/20,red
CI,TN,4/7/20,red
CI,TN,4/8/20,red
CI,TN,4/9/20,red
CI,TN,4/10/20,red
CI,TN,4/11/20,red
CI,TN,4/12/20,red
CI,TN,4/13/20,red
CI,TN,4/14/20,red
CI,TN,4/15/20,red
CI,TN,4/16/20,red
CI,TN,4/17/20,red
CI,TN,4/18/20,red
CI,TN,4/19/20,red
CI,TN,4/20/20,red
CI,TN,4/21/20,red
CI,TN,4/22/20,red
CI,TN,4/23/20,red
CI,TN,4/24/20,red
CI,TN,4/25/20,red
CI,TN,4/26/20,red
CI,TN,4/27/20,red
CI,TN,4/28/20,red
CI,TN,4/29/20,red
CI,TN,4/30/20,red
CI,TN,5/1/20,red
CI,TN,5/2/20,red
CI,TN,5/3/20,red
CI,TN,5/4/20,red
CI,TN,5/5/20,red
CI,TN,5/6/20,red
CI,TN,5/7/20,red
CI,TN,5/8/20,red
CI,TN,5/9/20,red
CI,TN,5/10/20,red
CI,TN,5/11/20,red
CI,TN,5/12/20,red
CI,TN,5/13/20,red
CI,TN,5/14/20,red
CI,TN,5/15/20,red
CI,TN,5/16/20,red
CI,TN,5/17/20,red
CI,TN,5/18/20,red
CI,TN,5/19/20,red
CI,TN,5/20/20,red
CI,TN,5/21/20,red
CI,TN,5/22/20,red
CI,TN,5/23/20,red
CI,TN,5/24/20,red
CI,TN,5/25/20,red
CI,TN,5/26/20,red
CI,TN,5/27/20,red
CI,TN,5/28/20,red
CI,TN,5/29/20,red
CI,TN,5/30/20,red
CI,TN,5/31/20,red
CI,TN,6/1/20,red
DZ,TN,3/8/20,green
DZ,TN,3/9/20,green
DZ,TN,3/10/20,green
DZ,TN,3/11/20,green
DZ,TN,3/12/20,green
DZ,TN,3/13/20,green
DZ,TN,3/14/20,green
DZ,TN,3/15/20,green
DZ,TN,3/16/20,green
DZ,TN,3/17/20,green
DZ,TN,3/18/20,green
DZ,TN,3/19/20,green
DZ,TN,3/20/20,green
DZ,TN,3/21/20,green
DZ,TN,3/22/20,green
DZ,TN,3/23/20,green
DZ,TN,3/24/20,green
DZ,TN,3/25/20,green
DZ,TN,3/26/20,green
DZ,TN,3/27/20,red
DZ,TN,3/28/20,red
DZ,TN,3/29/20,red
DZ,TN,3/30/20,red
DZ,TN,3/31/20,red
DZ,TN,4/1/20,red
DZ,TN,4/2/20,red
DZ,TN,4/3/20,red
DZ,TN,4/4/20,red
DZ,TN,4/5/20,red
DZ,TN,4/6/20,red
DZ,TN,4/7/20,red
DZ,TN,4/8/20,red
DZ,TN,4/9/20,red
DZ,TN,4/10/20,red
DZ,TN,4/11/20,red
DZ,TN,4/12/20,red
DZ,TN,4/13/20,red
DZ,TN,4/14/20,red
DZ,TN,4/15/20,red
DZ,TN,4/16/20,red
DZ,TN,4/17/20,red
DZ,TN,4/18/20,red
DZ,TN,4/19/20,red
DZ,TN,4/20/20,red
DZ,TN,4/21/20,red
DZ,TN,4/22/20,red
DZ,TN,4/23/20,red
DZ,TN,4/24/20,red
DZ,TN,4/25/20,red
DZ,TN,4/26/20,red
DZ,TN,4/27/20,red
DZ,TN,4/28/20,red
DZ,TN,4/29/20,red
DZ,TN,4/30/20,red
DZ,TN,5/1/20,red
DZ,TN,5/2/20,red
DZ,TN,5/3/20,red
DZ,TN,5/4/20,red
DZ,TN,5/5/20,red
DZ,TN,5/6/20,red
DZ,TN,5/7/20,red
DZ,TN,5/8/20,red
DZ,TN,5/9/20,red
DZ,TN,5/10/20,red
DZ,TN,5/11/20,red
DZ,TN,5/12/20,red
DZ,TN,5/13/20,red
DZ,TN,5/14/20,red
DZ,TN,5/15/20,red
DZ,TN,5/16/20,red
DZ,TN,5/17/20,red
DZ,TN,5/18/20,red
DZ,TN,5/19/20,red
DZ,TN,5/20/20,red
DZ,TN,5/21/20,red
DZ,TN,5/22/20,red
DZ,TN,5/23/20,red
DZ,TN,5/24/20,red
DZ,TN,5/25/20,red
DZ,TN,5/26/20,red
DZ,TN,5/27/20,red
DZ,TN,5/28/20,red
DZ,TN,5/29/20,red
DZ,TN,5/30/20,red
DZ,TN,5/31/20,red
DZ,TN,6/1/20,red
MA,TN,3/8/20,green
MA,TN,3/9/20,green
MA,TN,3/10/20,green
MA,TN,3/11/20,green
MA,TN,3/12/20,green
MA,TN,3/13/20,green
MA,TN,3/14/20,green
MA,TN,3/15/20,green
MA,TN,3/16/20,green
MA,TN,3/17/20,green
MA,TN,3/18/20,green
MA,TN,3/19/20,green
MA,TN,3/20/20,green
MA,TN,3/21/20,green
MA,TN,3/22/20,green
MA,TN,3/23/20,green
MA,TN,3/24/20,green
MA,TN,3/25/20,green
MA,TN,3/26/20,green
MA,TN,3/27/20,red
MA,TN,3/28/20,red
MA,TN,3/29/20,red
MA,TN,3/30/20,red
MA,TN,3/31/20,red
MA,TN,4/1/20,red
MA,TN,4/2/20,red
MA,TN,4/3/20,red
MA,TN,4/4/20,red
MA,TN,4/5/20,red
MA,TN,4/6/20,red
MA,TN,4/7/20,red
MA,TN,4/8/20,red
MA,TN,4/9/20,red
MA,TN,4/10/20,red
MA,TN,4/11/20,red
MA,TN,4/12/20,red
MA,TN,4/13/20,red
MA,TN,4/14/20,red
MA,TN,4/15/20,red
MA,TN,4/16/20,red
MA,TN,4/17/20,red
MA,TN,4/18/20,red
MA,TN,4/19/20,red
MA,TN,4/20/20,red
MA,TN,4/21/20,red
MA,TN,4/22/20,red
MA,TN,4/23/20,red
MA,TN,4/24/20,red
MA,TN,4/25/20,red
MA,TN,4/26/20,red
MA,TN,4/27/20,red
MA,TN,4/28/20,red
MA,TN,4/29/20,red
MA,TN,4/30/20,red
MA,TN,5/1/20,red
MA,TN,5/2/20,red
MA,TN,5/3/20,red
MA,TN,5/4/20,red
MA,TN,5/5/20,red
MA,TN,5/6/20,red
MA,TN,5/7/20,red
MA,TN,5/8/20,red
MA,TN,5/9/20,red
MA,TN,5/10/20,red
MA,TN,5/11/20,red
MA,TN,5/12/20,red
MA,TN,5/13/20,red
MA,TN,5/14/20,red
MA,TN,5/15/20,red
MA,TN,5/16/20,red
MA,TN,5/17/20,red
MA,TN,5/18/20,red
MA,TN,5/19/20,red
MA,TN,5/20/20,red
MA,TN,5/21/20,red
MA,TN,5/22/20,red
MA,TN,5/23/20,red
MA,TN,5/24/20,red
MA,TN,5/25/20,red
MA,TN,5/26/20,red
MA,TN,5/27/20,red
MA,TN,5/28/20,red
MA,TN,5/29/20,red
MA,TN,5/30/20,red
MA,TN,5/31/20,red
MA,TN,6/1/20,red
SN,TN,3/8/20,green
SN,TN,3/9/20,green
SN,TN,3/10/20,green
SN,TN,3/11/20,green
SN,TN,3/12/20,green
SN,TN,3/13/20,green
SN,TN,3/14/20,green
SN,TN,3/15/20,green
SN,TN,3/16/20,green
SN,TN,3/17/20,green
SN,TN,3/18/20,green
SN,TN,3/19/20,green
SN,TN,3/20/20,green
SN,TN,3/21/20,green
SN,TN,3/22/20,green
SN,TN,3/23/20,green
SN,TN,3/24/20,green
SN,TN,3/25/20,green
SN,TN,3/26/20,green
SN,TN,3/27/20,red
SN,TN,3/28/20,red
SN,TN,3/29/20,red
SN,TN,3/30/20,red
SN,TN,3/31/20,red
SN,TN,4/1/20,red
SN,TN,4/2/20,red
SN,TN,4/3/20,red
SN,TN,4/4/20,red
SN,TN,4/5/20,red
SN,TN,4/6/20,red
SN,TN,4/7/20,red
SN,TN,4/8/20,red
SN,TN,4/9/20,red
SN,TN,4/10/20,red
SN,TN,4/11/20,red
SN,TN,4/12/20,red
SN,TN,4/13/20,red
SN,TN,4/14/20,red
SN,TN,4/15/20,red
SN,TN,4/16/20,red
SN,TN,4/17/20,red
SN,TN,4/18/20,red
SN,TN,4/19/20,red
SN,TN,4/20/20,red
SN,TN,4/21/20,red
SN,TN,4/22/20,red
SN,TN,4/23/20,red
SN,TN,4/24/20,red
SN,TN,4/25/20,red
SN,TN,4/26/20,red
SN,TN,4/27/20,red
SN,TN,4/28/20,red
SN,TN,4/29/20,red
SN,TN,4/30/20,red
SN,TN,5/1/20,red
SN,TN,5/2/20,red
SN,TN,5/3/20,red
SN,TN,5/4/20,red
SN,TN,5/5/20,red
SN,TN,5/6/20,red
SN,TN,5/7/20,red
SN,TN,5/8/20,red
SN,TN,5/9/20,red
SN,TN,5/10/20,red
SN,TN,5/11/20,red
SN,TN,5/12/20,red
SN,TN,5/13/20,red
SN,TN,5/14/20,red
SN,TN,5/15/20,red
SN,TN,5/16/20,red
SN,TN,5/17/20,red
SN,TN,5/18/20,red
SN,TN,5/19/20,red
SN,TN,5/20/20,red
SN,TN,5/21/20,red
SN,TN,5/22/20,red
SN,TN,5/23/20,red
SN,TN,5/24/20,red
SN,TN,5/25/20,red
SN,TN,5/26/20,red
SN,TN,5/27/20,red
SN,TN,5/28/20,red
SN,TN,5/29/20,red
SN,TN,5/30/20,red
SN,TN,5/31/20,red
SN,TN,6/1/20,red
CI,TR,3/8/20,green
CI,TR,3/9/20,green
CI,TR,3/10/20,green
CI,TR,3/11/20,green
CI,TR,3/12/20,green
CI,TR,3/13/20,green
CI,TR,3/14/20,green
CI,TR,3/15/20,green
CI,TR,3/16/20,green
CI,TR,3/17/20,green
CI,TR,3/18/20,green
CI,TR,3/19/20,green
CI,TR,3/20/20,green
CI,TR,3/21/20,green
CI,TR,3/22/20,green
CI,TR,3/23/20,red
CI,TR,3/24/20,red
CI,TR,3/25/20,red
CI,TR,3/26/20,red
CI,TR,3/27/20,red
CI,TR,3/28/20,red
CI,TR,3/29/20,red
CI,TR,3/30/20,red
CI,TR,3/31/20,red
CI,TR,4/1/20,red
CI,TR,4/2/20,red
CI,TR,4/3/20,red
CI,TR,4/4/20,red
CI,TR,4/5/20,red
CI,TR,4/6/20,red
CI,TR,4/7/20,red
CI,TR,4/8/20,red
CI,TR,4/9/20,red
CI,TR,4/10/20,red
CI,TR,4/11/20,red
CI,TR,4/12/20,red
CI,TR,4/13/20,red
CI,TR,4/14/20,red
CI,TR,4/15/20,red
CI,TR,4/16/20,red
CI,TR,4/17/20,red
CI,TR,4/18/20,red
CI,TR,4/19/20,red
CI,TR,4/20/20,red
CI,TR,4/21/20,red
CI,TR,4/22/20,red
CI,TR,4/23/20,red
CI,TR,4/24/20,red
CI,TR,4/25/20,red
CI,TR,4/26/20,red
CI,TR,4/27/20,red
CI,TR,4/28/20,red
CI,TR,4/29/20,red
CI,TR,4/30/20,red
CI,TR,5/1/20,red
CI,TR,5/2/20,red
CI,TR,5/3/20,red
CI,TR,5/4/20,red
CI,TR,5/5/20,red
CI,TR,5/6/20,red
CI,TR,5/7/20,red
CI,TR,5/8/20,red
CI,TR,5/9/20,red
CI,TR,5/10/20,red
CI,TR,5/11/20,red
CI,TR,5/12/20,red
CI,TR,5/13/20,red
CI,TR,5/14/20,red
CI,TR,5/15/20,red
CI,TR,5/16/20,red
CI,TR,5/17/20,red
CI,TR,5/18/20,red
CI,TR,5/19/20,red
CI,TR,5/20/20,red
CI,TR,5/21/20,red
CI,TR,5/22/20,red
CI,TR,5/23/20,red
CI,TR,5/24/20,red
CI,TR,5/25/20,red
CI,TR,5/26/20,red
CI,TR,5/27/20,red
CI,TR,5/28/20,red
CI,TR,5/29/20,red
CI,TR,5/30/20,red
CI,TR,5/31/20,red
CI,TR,6/1/20,red
DZ,TR,3/8/20,green
DZ,TR,3/9/20,green
DZ,TR,3/10/20,green
DZ,TR,3/11/20,green
DZ,TR,3/12/20,green
DZ,TR,3/13/20,green
DZ,TR,3/14/20,green
DZ,TR,3/15/20,green
DZ,TR,3/16/20,green
DZ,TR,3/17/20,green
DZ,TR,3/18/20,green
DZ,TR,3/19/20,green
DZ,TR,3/20/20,green
DZ,TR,3/21/20,green
DZ,TR,3/22/20,green
DZ,TR,3/23/20,red
DZ,TR,3/24/20,red
DZ,TR,3/25/20,red
DZ,TR,3/26/20,red
DZ,TR,3/27/20,red
DZ,TR,3/28/20,red
DZ,TR,3/29/20,red
DZ,TR,3/30/20,red
DZ,TR,3/31/20,red
DZ,TR,4/1/20,red
DZ,TR,4/2/20,red
DZ,TR,4/3/20,red
DZ,TR,4/4/20,red
DZ,TR,4/5/20,red
DZ,TR,4/6/20,red
DZ,TR,4/7/20,red
DZ,TR,4/8/20,red
DZ,TR,4/9/20,red
DZ,TR,4/10/20,red
DZ,TR,4/11/20,red
DZ,TR,4/12/20,red
DZ,TR,4/13/20,red
DZ,TR,4/14/20,red
DZ,TR,4/15/20,red
DZ,TR,4/16/20,red
DZ,TR,4/17/20,red
DZ,TR,4/18/20,red
DZ,TR,4/19/20,red
DZ,TR,4/20/20,red
DZ,TR,4/21/20,red
DZ,TR,4/22/20,red
DZ,TR,4/23/20,red
DZ,TR,4/24/20,red
DZ,TR,4/25/20,red
DZ,TR,4/26/20,red
DZ,TR,4/27/20,red
DZ,TR,4/28/20,red
DZ,TR,4/29/20,red
DZ,TR,4/30/20,red
DZ,TR,5/1/20,red
